Indicator,L1_Budget_Pct,L1_C,L1_K,L1_Label,L2_Budget_Pct,L2_C,L2_K,L2_Label,V1_MAE_Acc,V2_MAE_Acc,V3_MAE_Acc,Scenario
Weight,80%,5,65,5C x 65K,50%,4,38,4C x 38K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,50%,4,44,4C x 44K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,50%,3,53,3C x 53K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,50%,3,59,3C x 59K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,50%,2,65,2C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,60%,5,39,5C x 39K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,60%,4,44,4C x 44K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,60%,4,48,4C x 48K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,60%,3,56,3C x 56K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,60%,3,60,3C x 60K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,60%,3,65,3C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,70%,5,45,5C x 45K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,70%,5,49,5C x 49K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,70%,4,52,4C x 52K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,70%,4,58,4C x 58K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,70%,4,61,4C x 61K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,70%,3,65,3C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,80%,5,52,5C x 52K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,80%,5,54,5C x 54K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,80%,5,57,5C x 57K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,80%,4,60,4C x 60K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,80%,4,63,4C x 63K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,80%,4,65,4C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,90%,5,58,5C x 58K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,90%,5,59,5C x 59K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,90%,5,61,5C x 61K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,90%,5,62,5C x 62K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,90%,5,64,5C x 64K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,90%,4,65,4C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,100%,5,65,5C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,100%,5,65,5C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,100%,5,65,5C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,100%,5,65,5C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,100%,5,65,5C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,5,65,5C x 65K,100%,5,65,5C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,10%,4,7,4C x 7K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,10%,3,11,3C x 11K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,10%,2,15,2C x 15K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,10%,1,20,1C x 20K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,10%,1,24,1C x 24K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,10%,1,28,1C x 28K,0.0,17.14285714285714,0.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,20%,4,14,4C x 14K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,20%,3,22,3C x 22K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,20%,2,29,2C x 29K,0.0,17.14285714285714,0.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,20%,1,41,1C x 41K,0.0,17.14285714285714,0.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,20%,1,48,1C x 48K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,20%,1,56,1C x 56K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,30%,4,21,4C x 21K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,30%,3,30,3C x 30K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,30%,2,39,2C x 39K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,30%,2,52,2C x 52K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,30%,1,61,1C x 61K,0.0,17.14285714285714,0.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,30%,1,70,1C x 70K,0.0,17.14285714285714,0.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,40%,4,28,4C x 28K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,40%,3,36,3C x 36K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,40%,3,43,3C x 43K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,40%,2,55,2C x 55K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,40%,2,62,2C x 62K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,40%,2,70,2C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,50%,4,35,4C x 35K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,50%,3,41,3C x 41K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,50%,3,48,3C x 48K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,50%,2,57,2C x 57K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,50%,2,64,2C x 64K,0.0,17.14285714285714,0.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,50%,2,70,2C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,60%,4,42,4C x 42K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,60%,4,47,4C x 47K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,60%,3,52,3C x 52K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,60%,3,60,3C x 60K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,60%,3,65,3C x 65K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,60%,2,70,2C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,70%,4,49,4C x 49K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,70%,4,53,4C x 53K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,70%,3,57,3C x 57K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,70%,3,62,3C x 62K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,70%,3,66,3C x 66K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,70%,3,70,3C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,80%,4,56,4C x 56K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,80%,4,59,4C x 59K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,80%,4,61,4C x 61K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,80%,3,65,3C x 65K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,80%,3,67,3C x 67K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,80%,3,70,3C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,90%,4,63,4C x 63K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,90%,4,64,4C x 64K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,90%,4,66,4C x 66K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,90%,4,67,4C x 67K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,90%,4,69,4C x 69K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,90%,4,70,4C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,100%,4,70,4C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,100%,4,70,4C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,100%,4,70,4C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,100%,4,70,4C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,100%,4,70,4C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,70,4C x 70K,100%,4,70,4C x 70K,0.0,17.14285714285714,100.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,10%,4,7,4C x 7K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,10%,3,11,3C x 11K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,10%,2,15,2C x 15K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,10%,1,20,1C x 20K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,10%,1,24,1C x 24K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,10%,1,28,1C x 28K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,20%,4,14,4C x 14K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,20%,3,22,3C x 22K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,20%,2,30,2C x 30K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,20%,1,41,1C x 41K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,20%,1,49,1C x 49K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,20%,1,57,1C x 57K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,30%,4,21,4C x 21K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,30%,3,30,3C x 30K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,30%,2,40,2C x 40K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,30%,2,53,2C x 53K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,30%,1,63,1C x 63K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,30%,1,72,1C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,40%,4,28,4C x 28K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,40%,3,36,3C x 36K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,40%,3,44,3C x 44K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,40%,2,56,2C x 56K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,40%,2,64,2C x 64K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,40%,2,72,2C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,50%,4,36,4C x 36K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,50%,3,43,3C x 43K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,50%,3,49,3C x 49K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,50%,2,59,2C x 59K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,50%,2,65,2C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,50%,2,72,2C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,60%,4,43,4C x 43K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,60%,4,48,4C x 48K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,60%,3,54,3C x 54K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,60%,3,61,3C x 61K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,60%,3,67,3C x 67K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,60%,2,72,2C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,70%,4,50,4C x 50K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,70%,4,54,4C x 54K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,70%,3,58,3C x 58K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,70%,3,64,3C x 64K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,70%,3,68,3C x 68K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,70%,3,72,3C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,80%,4,57,4C x 57K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,80%,4,60,4C x 60K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,80%,4,62,4C x 62K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,80%,3,67,3C x 67K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,80%,3,69,3C x 69K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,80%,3,72,3C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,90%,4,64,4C x 64K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,90%,4,66,4C x 66K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,90%,4,67,4C x 67K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,90%,4,69,4C x 69K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,90%,4,70,4C x 70K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,90%,4,72,4C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,100%,4,72,4C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,100%,4,72,4C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,100%,4,72,4C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,100%,4,72,4C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,100%,4,72,4C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,72,4C x 72K,100%,4,72,4C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,10%,4,7,4C x 7K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,10%,3,11,3C x 11K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,10%,2,15,2C x 15K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,10%,1,22,1C x 22K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,10%,1,26,1C x 26K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,10%,1,30,1C x 30K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,20%,4,15,4C x 15K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,20%,3,23,3C x 23K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,20%,2,31,2C x 31K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,20%,1,44,1C x 44K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,20%,1,52,1C x 52K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,20%,1,60,1C x 60K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,30%,4,22,4C x 22K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,30%,3,32,3C x 32K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,30%,2,41,2C x 41K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,30%,2,56,2C x 56K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,30%,1,65,1C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,30%,1,75,1C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,40%,4,30,4C x 30K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,40%,3,38,3C x 38K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,40%,3,46,3C x 46K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,40%,2,59,2C x 59K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,40%,2,67,2C x 67K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,40%,2,75,2C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,50%,4,37,4C x 37K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,50%,3,44,3C x 44K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,50%,3,51,3C x 51K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,50%,2,61,2C x 61K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,50%,2,68,2C x 68K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,50%,2,75,2C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,60%,4,45,4C x 45K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,60%,4,50,4C x 50K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,60%,3,56,3C x 56K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,60%,3,64,3C x 64K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,60%,3,70,3C x 70K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,60%,2,75,2C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,70%,4,52,4C x 52K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,70%,4,56,4C x 56K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,70%,4,60,4C x 60K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,70%,3,67,3C x 67K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,70%,3,71,3C x 71K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,70%,3,75,3C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,80%,4,60,4C x 60K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,80%,4,63,4C x 63K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,80%,4,65,4C x 65K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,80%,3,70,3C x 70K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,80%,3,72,3C x 72K,0.0,14.285714285714285,100.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,80%,3,75,3C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,90%,4,67,4C x 67K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,90%,4,69,4C x 69K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,90%,4,70,4C x 70K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,90%,4,72,4C x 72K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,90%,4,73,4C x 73K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,90%,4,75,4C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,100%,4,75,4C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,100%,4,75,4C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
Weight,80%,4,75,4C x 75K,100%,4,75,4C x 75K,0.0,14.285714285714285,0.0,Custom_Simulation
